,Dept,Number,Course_Name,Professor_x,Start_Time,End_Time,Location,Description,Pre/coreqs,Offered,Dept + Number,Unnamed: 0.1,Professor_y,Median Grade,Semester (Ex: SP21),# of Students,Notes,Semester,Pre/Coreqs_Clean,ID,Name,Number_of_Ratings,Average_Rating,Difficulty,Take Again,CU_Reviews_Difficulty,CU_Reviews_Rating,CU_Reviews_Workload
3008,HINDI,1101,Elementary Hindi I,Sujata Singh,09:05AM,09:55AM,To Be Assigned,"Designed for students who are complete beginners in the Hindi language. Students  enter this course with no or very little prior knowledge in Hindi. The course aims to help students acquire competence in the four skills (Listening, Speaking, Reading &amp; Writing)  of the Hindi language by utilizing tools of basic grammar, vocabulary, cultural points and other oral and written activities. By the end of this course, students are able to communicate in basic everyday Hindi, and perform all the hands-on tasks and functions necessary to survive in India and/or similar context.",,Fall.,HINDI 1101,,,,,,,,[nan],971576.0,Sujata Singh,9.0,3.3,3.0,0.0,,,
3009,HINDI,2201,Intermediate Hindi I,Sujata Singh,,,To Be Assigned,"This is an intermediate-level course in Hindi. Students' competence in all four language areas will become very strong and solid. This course will work on building up their confidence in describing complicated situations and ideas in the target language, improve their ability to read and write with better flow and accuracy, and increase their listening comprehension to more detailed and complicated materials.",Prerequisite: HINDI 1102.,Fall.,HINDI 2201,,,,,,,,[nan],971576.0,Sujata Singh,9.0,3.3,3.0,0.0,,,
3010,HINDI,2203,Intermediate Hindi Reading and Writing for Heritage Students I,Sujata Singh,,,To Be Assigned,"Throughout this course sequence all aspects of language learning are practiced; listening, speaking, reading, and writing. Video materials are used and the emphasis is on the conversational aspect of the language.",Prerequisite: HINDI 1102 or equal level of competency or permission of instructor.,Fall.,HINDI 2203,,,,,,,,[nan],971576.0,Sujata Singh,9.0,3.3,3.0,0.0,,,
3011,HINDI,3301,Advanced Hindi I,Naaz Rizvi,,,To Be Assigned,"Selected readings in modern Hindi literature. Continued work on fluency in speaking Hindi on an advanced level. There will be a combination of different reading materials from literature, journals, newspapers, and many social, entertainment, and political magazines in Hindi. Discussions will be based on those readings and articles, hence giving opportunities to express views and opinions in a fluent and effective manner.",Prerequisite: HINDI 2202 or permission of instructor.,Fall.,HINDI 3301,,,,,,,,[nan],,,,,,,,,
3012,NES,2201,Intermediate Urdu Reading and Writing I,Naaz Rizvi,,,To Be Assigned,"This course is designed to develop competence in Urdu reading and writing for students with a first-year knowledge of Hindi and knowledge of Urdu script. The goal of this course is to improve listening, speaking, reading and writing abilities in Urdu. By the end of the course, students will have the ability to read articles, write short stories and translate Urdu writings. May be taken concurrently with Intermediate Hindi.",Prerequisite: URDU 1125 or permission of instructor.,Fall.,NES 2201,,,,,,,,[nan],,,,,,,,,
3013,NES,3325,Literary Reading and Writing in Advanced Urdu,Naaz Rizvi,,,To Be Assigned,"Designed for those students who have either taken Intermediate Urdu or are at the same level of competency in reading and writing skills. The goals of this class are to improve Urdu literary reading and writing abilities, primarily through reading various forms of Urdu prose. In addition, students learn about various genres of Urdu poetry and watch video clips and lectures that enhance listening and speaking abilities as well as the understanding and appreciation of Urdu culture.",Prerequisite: intermediate Urdu or same level of written and oral proficiency.,Fall.,NES 3325,,,,,,,,[nan],,,,,,,,,
3014,URDU,2225,Intermediate Urdu Reading and Writing I,Naaz Rizvi,,,To Be Assigned,"This course is designed to develop competence in Urdu reading and writing for students with a first-year knowledge of Hindi and knowledge of Urdu script. The goal of this course is to improve listening, speaking, reading and writing abilities in Urdu. By the end of the course, students will have the ability to read articles, write short stories and translate Urdu writings. May be taken concurrently with Intermediate Hindi.",Prerequisite: URDU 1125 or permission of instructor.,Fall.,URDU 2225,,,,,,,,[nan],,,,,,,,,
3015,URDU,3325,Literary Reading and Writing in Advanced Urdu,Naaz Rizvi,,,To Be Assigned,"Designed for those students who have either taken Intermediate Urdu or are at the same level of competency in reading and writing skills. The goals of this class are to improve Urdu literary reading and writing abilities, primarily through reading various forms of Urdu prose. In addition, students learn about various genres of Urdu poetry and watch video clips and lectures that enhance listening and speaking abilities as well as the understanding and appreciation of Urdu culture.",Prerequisite: intermediate Urdu or same level of written and oral proficiency.,Fall.,URDU 3325,,,,,,,,[nan],,,,,,,,,
3016,HIST,4543,State and Society in the Late Ottoman Empire,Mostafa Minawi,09:05AM,11:00AM,To Be Assigned,"This seminar will examine the relationship between the imperial, provincial, and local state apparatuses and the various sections of society as the Ottoman Empire underwent a steady transition from the so-called Ancient Régime through the constructs of the so-called modern state. This course will look at specific case studies from across the empire, examining the similarities and difference, across provinces, and wherever possible, across imperial domains. From a theoretical point of view, the discussion will not simply focus on how the relationship between state and society changed, but will also investigate the construct of the separation of state and society conceptually, over the period of 18th, 19th and early 20th centuries.",,Spring.,HIST 4543,,,,,,,,[nan],1832325.0,Mostafa Minawi,5.0,4.8,3.2,100.0,,,
3017,HIST,6543,State and Society in the Late Ottoman Empire,Mostafa Minawi,09:05AM,11:00AM,To Be Assigned,"This seminar will examine the relationship between the imperial, provincial, and local state apparatuses and the various sections of society as the Ottoman Empire underwent a steady transition from the so-called Ancient Régime through the constructs of the so-called modern state. This course will look at specific case studies from across the empire, examining the similarities and difference, across provinces, and wherever possible, across imperial domains. From a theoretical point of view, the discussion will not simply focus on how the relationship between state and society changed, but will also investigate the construct of the separation of state and society conceptually, over the period of 18th, 19th and early 20th centuries.",,Spring.,HIST 6543,,,,,,,,[nan],1832325.0,Mostafa Minawi,5.0,4.8,3.2,100.0,,,
3018,NES,1561,Introduction to the Ottoman Empire,Mostafa Minawi,02:45PM,04:00PM,To Be Assigned,"This course will introduce students to the study of the Ottoman Empire from its inception in the late 13th century until the early part of 19th century. The classes will follow the main timeline of the geographical expansion of the empire with a special emphasis on the historical significance of the conquest of Istanbul, the consolidation of the borders of the empire, the establishment of the state apparatus in the classical period, a period of turbulence leading to a substantial transformation of the state in the early 19th century. Special focus will be placed on the Ottoman Empire's diverse religious communities—using the history of the Jewish community as the main case study—the evolution of the imperial and provincial governments' relationships with the various socio-cultural groups, legal and economic practices in the urban centers, the culture of the court in the early modern period, and the evolution of the inter-communal relations in the empire's urban centers.  This course is intended to provide the student with a solid foundation from which they can pursue further specialized study in the history of the Ottoman Empire, the Modern Middle East, and the Eastern Mediterranean.",,Fall.,NES 1561,,,,,,,,[nan],1832325.0,Mostafa Minawi,5.0,4.8,3.2,100.0,,,
3019,NES,4543,State and Society in the Late Ottoman Empire,Mostafa Minawi,09:05AM,11:00AM,To Be Assigned,"This seminar will examine the relationship between the imperial, provincial, and local state apparatuses and the various sections of society as the Ottoman Empire underwent a steady transition from the so-called Ancient Régime through the constructs of the so-called modern state. This course will look at specific case studies from across the empire, examining the similarities and difference, across provinces, and wherever possible, across imperial domains. From a theoretical point of view, the discussion will not simply focus on how the relationship between state and society changed, but will also investigate the construct of the separation of state and society conceptually, over the period of 18th, 19th and early 20th centuries.",,Spring.,NES 4543,,,,,,,,[nan],1832325.0,Mostafa Minawi,5.0,4.8,3.2,100.0,,,
3020,HIST,2165,The Death of Democracy: Europe Between the World Wars,Cristina Florea,01:00PM,02:15PM,To Be Assigned,"What is democracy? What does it need to thrive? When does it die? How do anti-liberal, authoritarian regimes emerge? What makes them tick?  In 1921, a British liberal announced that democracy had already been accepted as the normal and natural form of government. World War I had delivered Europe's old monarchies and autocracies a fatal blow. Three massive continental empires had fallen apart, making way to parliamentary democracies everywhere from Germany to Poland and the Balkans. Yet by the 1930s, few of these democracies were still standing. In the east, a new political experiment had culminated in the rise of a Soviet Empire. In Germany, the democratic elections of 1933 enabled Hitler's rise to power and the growth of a regime unlike anything anyone had ever seen before. In Italy, Mussolini stamped parliamentary democracy under his foot, proclaiming the victory of totalitarianism. A variety of authoritarian regimes arose in between these extremes. They formed alliances and battled each other: at first in the Spanish Civil War and then in World War II. In this seminar, we will closely examine the rise and fall of democracies and anti-democratic regimes in Europe between the two world wars, in order to understand how democracy and authoritarianism are related and what kinds of challenges democracies have faced - both in the past and at present.",,Spring.,HIST 2165,,,,,,,,[nan],2628183.0,Cristina Florea,4.0,4.0,3.8,75.0,,,
3021,HIST,2969,The Rise and Fall of the Soviet Empire,Cristina Florea,02:45PM,04:00PM,To Be Assigned,"This course surveys the history of the world's first socialist society from its unlikely beginnings in 1917 to its unexpected demise in 1991. Traditional topics such as the origins of the revolutions of 1917, Stalin's Terror, WW II, Khrushchev's Thaw, etc., will be covered, but lectures will emphasize the interaction between the political, socio-economic, and especially the cultural spheres. A good deal of the materials we will study in this course will be drawn from the realm of literature, cinema, and art.",,Fall.,HIST 2969,,,,,,,,[nan],2628183.0,Cristina Florea,4.0,4.0,3.8,75.0,,,
3022,HIST,2530,Introduction to Islamic Civilization,David Powers,01:00PM,02:15PM,To Be Assigned,"At the beginning of the 7th century, a new religion, Islam, appeared in Arabia and by the end of the century, Muslims had defeated the Byzantines and Persians and created an empire that stretched from Spain to India. For the next millennium, Islam glittered. Its caliphs, courts, and capitals were grander, more powerful, and more sophisticated than those of any medieval king, duke or prince. In this course, we will trace the emergence and development of Islamic civilization from the birth of Muhammad ca. 570 to the Mongol sack of Baghdad in 1258. We will read the Qur'an and listen to its recitation; examine the career of the Prophet Muhammad; follow the course of the Arab conquests; explore the nature of the conflict between Sunnis and Shi'is; learn about the five pillars of Islam, sharia law, theology, and Sufism; and assess the achievements of Muslim intellectuals in literature, art, architecture, science, and philosophy.",,Fall.,HIST 2530,,,,,,,,[nan],131128.0,David Powers,26.0,3.3,3.1,33.3333,3.0,3.0,
3023,HIST,3618,Islamic History: The Beginnings of Islam: 600-750,David Powers,02:45PM,04:00PM,To Be Assigned,,,,HIST 3618,,,,,,,,[nan],131128.0,David Powers,26.0,3.3,3.1,33.3333,,,
3024,LAW,7371,Islamic Law and History,David Powers,,,To Be Assigned,"This course is designed to introduce law students to the terminology, principles, and concepts of classical Islamic law. After discussing the origins and evolution of Islamic law, we will turn first to the organization of qadi courts (procedure and evidence) and then to specific areas of the law, e.g., personal status (marriage and divorce), the intergenerational transmission of property (bequests, gifts, and endowments), commerce (contracts, hire, allocation of loss), and crime. The application of legal doctrine to actual disputes will be analyzed through the reading of expert judicial opinions or fatwas (in English translation) issued in connection with medieval and modern court cases.",,Spring.,LAW 7371,,,,,,,,[nan],131128.0,David Powers,26.0,3.3,3.1,33.3333,,,
3025,MEDVL,2655,Introduction to Islamic Civilization,David Powers,01:00PM,02:15PM,To Be Assigned,"At the beginning of the 7th century, a new religion, Islam, appeared in Arabia and by the end of the century, Muslims had defeated the Byzantines and Persians and created an empire that stretched from Spain to India. For the next millennium, Islam glittered. Its caliphs, courts, and capitals were grander, more powerful, and more sophisticated than those of any medieval king, duke or prince. In this course, we will trace the emergence and development of Islamic civilization from the birth of Muhammad ca. 570 to the Mongol sack of Baghdad in 1258. We will read the Qur'an and listen to its recitation; examine the career of the Prophet Muhammad; follow the course of the Arab conquests; explore the nature of the conflict between Sunnis and Shi'is; learn about the five pillars of Islam, sharia law, theology, and Sufism; and assess the achievements of Muslim intellectuals in literature, art, architecture, science, and philosophy.",,Fall.,MEDVL 2655,,,,,,,,[nan],131128.0,David Powers,26.0,3.3,3.1,33.3333,3.0,3.0,
3026,MEDVL,4618,Islamic History: The Beginnings of Islam: 600-750,David Powers,02:45PM,04:00PM,To Be Assigned,,,Spring.,MEDVL 4618,,,,,,,,[nan],131128.0,David Powers,26.0,3.3,3.1,33.3333,,,
3027,NES,2655,Introduction to Islamic Civilization,David Powers,01:00PM,02:15PM,To Be Assigned,"At the beginning of the 7th century, a new religion, Islam, appeared in Arabia and by the end of the century, Muslims had defeated the Byzantines and Persians and created an empire that stretched from Spain to India. For the next millennium, Islam glittered. Its caliphs, courts, and capitals were grander, more powerful, and more sophisticated than those of any medieval king, duke or prince. In this course, we will trace the emergence and development of Islamic civilization from the birth of Muhammad ca. 570 to the Mongol sack of Baghdad in 1258. We will read the Qur'an and listen to its recitation; examine the career of the Prophet Muhammad; follow the course of the Arab conquests; explore the nature of the conflict between Sunnis and Shi'is; learn about the five pillars of Islam, sharia law, theology, and Sufism; and assess the achievements of Muslim intellectuals in literature, art, architecture, science, and philosophy.",,Fall.,NES 2655,,,,,,,,[nan],131128.0,David Powers,26.0,3.3,3.1,33.3333,3.0,3.0,
3028,NES,3618,Islamic History: The Beginnings of Islam: 600-750,David Powers,02:45PM,04:00PM,To Be Assigned,,,,NES 3618,,,,,,,,[nan],131128.0,David Powers,26.0,3.3,3.1,33.3333,,,
3029,RELST,2655,Introduction to Islamic Civilization,David Powers,01:00PM,02:15PM,To Be Assigned,"At the beginning of the 7th century, a new religion, Islam, appeared in Arabia and by the end of the century, Muslims had defeated the Byzantines and Persians and created an empire that stretched from Spain to India. For the next millennium, Islam glittered. Its caliphs, courts, and capitals were grander, more powerful, and more sophisticated than those of any medieval king, duke or prince. In this course, we will trace the emergence and development of Islamic civilization from the birth of Muhammad ca. 570 to the Mongol sack of Baghdad in 1258. We will read the Qur'an and listen to its recitation; examine the career of the Prophet Muhammad; follow the course of the Arab conquests; explore the nature of the conflict between Sunnis and Shi'is; learn about the five pillars of Islam, sharia law, theology, and Sufism; and assess the achievements of Muslim intellectuals in literature, art, architecture, science, and philosophy.",,Fall.,RELST 2655,,,,,,,,[nan],131128.0,David Powers,26.0,3.3,3.1,33.3333,3.0,3.0,
3030,RELST,3618,Islamic History: The Beginnings of Islam: 600-750,David Powers,02:45PM,04:00PM,To Be Assigned,,,,RELST 3618,,,,,,,,[nan],131128.0,David Powers,26.0,3.3,3.1,33.3333,,,
3031,HIST,4000,Introduction to Historical Research,Raymond Craib,02:45PM,04:00PM,To Be Assigned,"This seminar is an introduction to the theory, practice, and art of historical research and writing. One key purpose of this course is to prepare students to work on longer research projects—especially an Honors Thesis. We will analyze the relationship between evidence and argument in historical writing; assess the methods and possible biases in various examples of historical writing; identify debates and sources relevant to research problems; think about how to use sources creatively; and discuss the various methodological issues associated with historical inquiry, analysis, and presentation.  This course is required for all students wishing to write an Honors Thesis in their senior year.  It should be taken in either semester of the junior year, or in spring of the sophomore year if you are planning to be abroad in your junior year.  NOTE: you do NOT need to be enrolled in the Honors Program in order to sign up for this course.",,"Fall, Spring.",HIST 4000,,,,,,,,[nan],,,,,,,,,
3032,HIST,6006,History Colloquium Series,Raymond Craib,12:25PM,02:20PM,To Be Assigned,,,,HIST 6006,,,,,,,,[nan],,,,,,,,,
3033,HIST,4041,Atlantic Commodities,Ernesto Bassi Arevalo,09:40AM,10:55AM,To Be Assigned,"Since Columbus's arrival to the Americas, a number of commodities have bound together Europe, Africa, and the Americas, drastically changing the lives of many people on both sides of the Atlantic. Covering nearly five hundred years of history, this seminar invites students to explore the history of the Atlantic World through the ""lives"" of commodities such as gold, silver, sugar, cacao, tobacco, cotton, cochineal, indigo, bananas, and more. Tracing commodities from their production site to the moment of consumption, students will be able to understand the possibilities that the commodity-chain approach offers to historical research. As part of this seminar students will write a research paper (using primary sources) that will explain the commodity chain of a specific commodity.",,Spring.,HIST 4041,,,,,,,,[nan],,,,,,,,,
3034,HIST,6041,Atlantic Commodities,Ernesto Bassi Arevalo,09:40AM,10:55AM,To Be Assigned,"Since Columbus's arrival to the Americas, a number of commodities have bound together Europe, Africa, and the Americas, drastically changing the lives of many people on both sides of the Atlantic. Covering nearly five hundred years of history, this seminar invites students to explore the history of the Atlantic World through the ""lives"" of commodities such as gold, silver, sugar, cacao, tobacco, cotton, cochineal, indigo, bananas, and more. Tracing commodities from their production site to the moment of consumption, students will be able to understand the possibilities that the commodity-chain approach offers to historical research. As part of this seminar students will write a research paper (using primary sources) that will explain the commodity chain of a specific commodity.",,Fall.,HIST 6041,,,,,,,,[nan],,,,,,,,,
3035,LATA,4000,Contemporary Issues in Latin - Latino America,Ernesto Bassi Arevalo,01:00PM,02:15PM,To Be Assigned,"Interested in Latino Studies and Latin American Studies? This course will explore topics in Anthropology, Art, Economics, History, Literature, Government, Sociology, etc., of US Latino and Latin American contexts. Course features guest speakers from Cornell and other institutions.",,Fall.,LATA 4000,,,,,,,,[nan],,,,,,,,,
3036,LATA,6000,Contemporary Issues in Latin-Latino America,Ernesto Bassi Arevalo,01:00PM,02:15PM,To Be Assigned,"Interested in Latino Studies and Latin American Studies? This course will explore topics in Anthropology, Art, Economics, History, Literature, Government, Sociology, etc., of US Latino and Latin American contexts. Course features guest speakers from Cornell and other institutions.",,Fall.,LATA 6000,,,,,,,,[nan],,,,,,,,,
3037,LSP,4000,Contemporary Issues in Latin - Latino America,Ernesto Bassi Arevalo,01:00PM,02:15PM,To Be Assigned,"Interested in Latino Studies and Latin American Studies? This course will explore topics in Anthropology, Art, Economics, History, Literature, Government, Sociology, etc., of US Latino and Latin American contexts. Course features guest speakers from Cornell and other institutions.",,Fall.,LSP 4000,,,,,,,,[nan],,,,,,,,,
3038,LSP,6000,Contemporary Issues in Latin-Latino America,Ernesto Bassi Arevalo,01:00PM,02:15PM,To Be Assigned,"Interested in Latino Studies and Latin American Studies? This course will explore topics in Anthropology, Art, Economics, History, Literature, Government, Sociology, etc., of US Latino and Latin American contexts. Course features guest speakers from Cornell and other institutions.",,Fall.,LSP 6000,,,,,,,,[nan],,,,,,,,,
3039,HIST,7110,Introduction to Science and Technology Studies,Malte Ziewitz,09:05AM,11:00AM,Morrill Hall 423,"Provides students with a foundation in the field of science and technology studies. Using classic works as well as contemporary exemplars, seminar participants chart the terrain of this new field. Topics for discussion include, but are not limited to, historiography of science and technology and their relation to social studies of science and technology, laboratory studies, intellectual property, science and the state, the role of instruments, fieldwork, politics and technical knowledge, philosophy of science, sociological studies of science and technology, and popularization.",,Fall.,HIST 7110,,,,,,,,[nan],2490388.0,Malte Ziewitz,0.0,0.0,0.0,-1.0,,,
3040,STS,7111,Introduction to Science and Technology Studies,Malte Ziewitz,09:05AM,11:00AM,Morrill Hall 423,"Provides students with a foundation in the field of science and technology studies. Using classic works as well as contemporary exemplars, seminar participants chart the terrain of this new field. Topics for discussion include, but are not limited to, historiography of science and technology and their relation to social studies of science and technology, laboratory studies, intellectual property, science and the state, the role of instruments, fieldwork, politics and technical knowledge, philosophy of science, sociological studies of science and technology, and popularization.",,Fall.,STS 7111,,,,,,,,[nan],2490388.0,Malte Ziewitz,0.0,0.0,0.0,-1.0,,,
3041,ILRHR,3620,Career Development: Theory and Practice,Linda Gasser,09:40AM,10:55AM,To Be Assigned,"Covers the individual and organizational components impacting the development of both individual career choice &amp; growth and organizational approaches to career management of employees. Two complementary learning tasks help the student integrate theory with practice: 1) information-gathering for individual career decision-making based on self-assessment activities, and 2) comprehension of organizational circumstances and practices encountered as careers develop. Very useful if you are interested in learning key influence factors in personal career choice (your own/others), and/or what underlies organizational approaches in creating career management systems for employees (HR-related).",,"Fall, Spring.",ILRHR 3620,,,,,,,,[nan],1027213.0,Linda Gasser,15.0,1.5,3.8,7.6923,2.0,5.0,5.0
3042,ILRHR,4410,Disability Considerations in HR Policy and Practice,Susanne Bruyere,02:45PM,04:00PM,To Be Assigned,,,,ILRHR 4410,,,,,,,,[nan],,,,,,,,,
3043,ILRHR,4657,Workplace Disability Inclusion: Innovations and Initiatives (Autism at Work),Susanne Bruyere,02:45PM,04:00PM,To Be Assigned,"This course provides an overview of the emerging initiatives in technology and technology-intensive industries to actively recruit and hire individuals on the Autism Spectrum and the implications for HR policies and practices. The course traces the opportunities and challenges encountered across the employment process in designing and implementing these initiatives, and the importance of creating a workplace culture that embraces a diverse workforce, including individuals with disabilities, and those who are neurodivergent. The topics covered will include: models of effective recruitment, screening, selection, orientation, and on-the-job training; preparatory supervisor and workforce training; building a workplace culture inclusive of individuals who are neurodivergent; considerations in career advancement, retention, and performance management; building internal and external support systems to support success; and metrics and analytics in determining elements of program effectiveness at individual and organizational levels. The course requirements will include: related readings, case scenarios, weekly quizzes, a final paper, and presentations by practitioners representing companies who have such initiatives. ",,Fall.,ILRHR 4657,,,,,,,,[nan],,,,,,,,,
3044,ILRHR,6410,Disability Considerations in HR Policy and Practice,Susanne Bruyere,02:45PM,04:00PM,To Be Assigned,"Individuals with disabilities continue to face obstacles to gaining and maintaining employment within the U.S. workforce, even though over 30 years have passed since the passage of the Americans with Disabilities Act of 1990 (ADA). This course provides a broad overview of the role of HR professionals in addressing this issue, by maximizing workplace disability inclusion and minimizing disability discrimination across the employment process. We will discuss the importance of this problem for people with disabilities, employers, and for society-at-large, and the business case for aligning disability inclusion with a company's strategic human capital, diversity and inclusion, and customer service imperatives. The implications for effective HR policies and practices in recruitment and hiring, career development and retention, diversity and inclusion, accessibility and accommodation, compensation and benefits and metrics and analytics will be covered across the lectures. Presentations by leading HR professionals are embedded throughout the course.",,Fall.,ILRHR 6410,,,,,,,,[nan],,,,,,,,,
3045,ILRHR,4641,"Business Strategy, Organizational Design, and Human Resource Strategy",Rebecca Kehoe,09:40AM,10:55AM,To Be Assigned,"What is a human capital-based competitive advantage? How does an organization's HR strategy connect to the day-to-day management of its employees? How, when, and to what extent do employees' contributions bring an organization closer to achieving its strategic goals? This course integrates theoretical and practical insights to help students understand how an organization can develop an HR strategy that supports the requirements of its business strategy and effectively addresses challenges encountered in the changing external environment.",,"Fall, Spring.",ILRHR 4641,,,,,,,,[nan],,,,,,,,,
3046,ILRHR,9600,Workshop in Human Resource Studies,Rebecca Kehoe,01:15PM,02:45PM,To Be Assigned,"Provides a forum for the presentation and critical discussion of current research being undertaken by graduate students, faculty members, and invited guests in the field of human resource studies. All M.S. and Ph.D. candidates in the Department of Human Resource Studies are urged to enroll; candidates in other departments are cordially invited. Each participant has an opportunity to benefit from the collective wisdom of others in the formulation, design, and execution of his or her research, as well as to become current on the latest developments in the field.",,"Fall, Spring.",ILRHR 9600,,,,,,,,[nan],,,,,,,,,
3047,ILRHR,5600,Human Resource Management,John Hausknecht,11:25AM,12:40PM,To Be Assigned,"Survey course designed to provide an introduction to concepts and topics in human resource management. Consideration is given to theories and applications involved in effectively managing people in organizations. Topics include recruitment, staffing, training, performance management, retention, compensation, international human resource management, and the legal environment. Emphasis is placed on exploring these issues from both strategic and tactical levels to increase organizational effectiveness.",,"Fall, Spring.",ILRHR 5600,,,,,,,,[nan],1051843.0,John Hausknecht,12.0,3.7,2.1,-1.0,,,
3048,ILRHR,5665,Organizational Consulting,Chris Collins,11:25AM,12:40PM,To Be Assigned,"Provides students with the insights and tools they need to work successfully as human resource management consultants, both as HR managers operating within a firm to improve organizational effectiveness and as external consultants providing project support to an internal HR organization. The consulting process is examined primarily from a systems perspective. This includes the knowledge and skills required to build trust and influence, to contract with clients, and to maintain good working relationships with clients. It also includes developing a clear comprehension of the consulting process from diagnosis, through action planning, to implementation and completion. While attention is given to theory and practice, the focus is on gaining hands-on experience dealing with real-world issues. As a final project, students will work in teams on a live case providing consulting services to an organization with an existing HR issue (i.e., implementing a new HR program, effectuating a new organizational culture, and enhancing project team operations). 
ILRHR 4615/ILRHR 6615:  Socially Responsible Business 
 
The Corporate and Social Responsibility (CSR) field is growing and changing rapidly.  As we face the challenges of global climate change, the #MeToo Movement, and other social movements, corporations need to be part of the solution.  This course will examine how corporations and non-profits are engaging in socially beneficial activities as well as how some have engaged in harmful activities. The course begins with an overview of key regulatory and voluntary compliance regimens such as the Global Reporting Initiative, EU Taxonomy, Sustainability Accounting Standards Board, and Task Force on Climate-Related Financial Disclosures.  The course then examines the CSR reports and practices of such companies as Boeing, JP Morgan Chase, Tata Corporation, Volkswagen, Wells Fargo, Facebook, Samsung, and other firms.  We will discuss such diverse topics as impact investing by corporations, tying executive compensation to ESG goals, the value of Employee Stock Ownership Plans (ESOP's), the rise of B-Corporations, social stock exchanges, and ESG due-diligence during mergers and acquisitions.  We will also see how companies, non-profits and governments are working together to invest in the future of American cities.  Students will be evaluated on class participation, two short papers (5-7 pages), and a final exam.",Prerequisite: ILRHR 5600.,Spring.,ILRHR 5665,,,,,,,,[nan],,,,,,,,,
3049,ILRHR,5930,Training and Development in Organizations,Brad Bell,01:00PM,02:15PM,To Be Assigned,"Acquaints students with aspects of learning in organizations. Begins by discussing organizational learning and then focuses more narrowly on specific ways in which learning is achieved through the training and development functions. Topics include how learning is linked to organizational strategy, how to determine that training is needed, issues regarding the design of training programs, current training techniques, evaluation strategies, and management development practices. ",Prerequisite: ILRHR 5600 or permission of instructor. ,Fall.,ILRHR 5930,,,,,,,,[nan],,,,,,,,,
3050,ILRHR,6620,Organization and Work Design,Frans Hijkoop,04:30PM,07:00PM,To Be Assigned,"This course is intended to provide students with a more detailed understanding of the critical importance of organizational design and the unique leadership role the Human Resources-function can play in determining successful business outcomes in significant and complex change scenarios. The course will provide a combination of theory, practical application and case studies. The latter includes a global M&amp;A scenario to illustrate the significant opportunities and risks organizations encounter and the critical contribution of the HR function in driving business value. In addition to the technical aspects of organizational design, the course also covers the cultural and human success factors in delivering complex organizational change. The lecture and classroom discussions, exercises, and final paper are intended to help students further strengthen their competencies and knowledge tied to HR strategy, organizational design, globalization, cultural diversity, conceptual and analytical skills, collaboration and executive communication. ",,Fall.,ILRHR 6620,,,,,,,,[nan],,,,,,,,,
3051,ILRHR,6640,HR Research for Executive Decision-Making,Christian Miller,02:45PM,04:00PM,To Be Assigned,"Develops key HR competencies and skills for researching and presenting information necessary for executive decision making. The first several weeks cover the application of the design thinking model to the research process through instruction and hands-on experience. Following that, students act as consultants in a combined classroom and workplace setting as they work on special projects and topics posed by HR executives of primarily Fortune 500 companies. These team-based assignments give students exposure to different companies, their cultures, and executives while providing real work experience. Interviewing skills, report writing, and presentation methods are also covered.",Prerequisite: ILRHR 5600/ILRHR 2600 or equivalent.,Fall.,ILRHR 6640,,,,,,,,[nan],,,,,,,,,
3052,ILRHR,6910,Business Strategy and Finance for Human Resources,John Haggerty,08:05AM,09:20AM,To Be Assigned,"This course will address how firms make strategic decisions.  The first half of the course will focus on the foundational models and tools for strategic decision making such as industry analysis, internal analysis, competitive advantage, and business strategies.  The goal of the second half of this course is to provide students with the fundaments of finance and accounting from the perspective of human resource management.",,Fall.,ILRHR 6910,,,,,,,,[nan],1698561.0,John Haggerty,4.0,4.5,2.8,100.0,,,
3053,ILRHR,7451,Leadership Assessment for Managers,Jess Cisco,11:20AM,02:20PM,To Be Assigned,"ILRHR 7451 is a leadership course for those of us who want to learn more about ourselves and about others: how we, with our unique styles, influence and lead others, as peers, as direct reports, as supervisors and managers, and as leaders.  Through discussions and skills practice, we learn what we do well and what we might improve so that we become even more effective: not only effective at getting results but also effective at building, maintaining, and even improving relationships.  Grow your leadership skills in two ways: through increased self-awareness and interactions with other ILRHR 7451 students.  1. Increase self-awareness: Our course provides you with feedback from your peers, direct reports, and/or supervisors and uses tools like behavior assessments to explore your preferences.  The course asks you, through assignments and self-reflection, to consider who you are, what you value, and how you got to where you are in life and work.  2. Learn from (and improve) how we interact with others.  We each bring with us a unique set of experiences to our work: experiences that have shaped what we value; how we think; and how we approach relationships, problems, and tasks. Our course helps us to learn leadership by understanding other individuals. We use small-group discussions and team assignments to help you learn from others and adapt to others' styles and preferences.",,"Fall, Spring.",ILRHR 7451,,,,,,,,[nan],,,,,,,,,
