,Dept,Number,Course_Name,Professor,Start_Time,End_Time,Description,Pre/coreqs,Dept + Number,Median Grade,Semester (Ex: SP21),Semester,Pre/Coreqs_Clean,Number_of_Ratings,Average_Rating,Difficulty,CU_Reviews_Difficulty,CU_Reviews_Rating,CU_Reviews_Workload
3764,NBA,5672,Writing Style,Craig Snow,01:25PM,02:40PM,"This course will help you explore how to phrase your ideas most effectively in professional settings—in standard written (and carefully edited) American English.  By focusing on principles that govern sentence structure, punctuation, phrasing, and tone, you'll learn to differentiate between what is grammatically correct, stylistically effective, and conventional in usage.  Additionally, you'll learn to recognize common sentence-level writing weaknesses, to remedy them, and to produce powerful writing that readers can process quickly, easily, unambiguously, and without distraction.  ",Recommended prerequisite: NBA 5670.,NBA 5672,,,,['NBA 5670'],34.0,4.0,4.7,,,
3765,NBA,5680,Management Presentations,Angela Noble-Grange,10:05AM,11:20AM,"NBA 5680 focuses on advancing the management presentation skills of graduate students. The course covers effective strategies and best practices for business presentations both in terms of content/organization and delivery (verbal and non verbal). The course emphasizes active learning and continuous student practice with feedback from peers and the instructor. By the end of the class students raise their understanding and appreciation of effective presentation practices, increase their awareness of their own strengths and weaknesses and become noticeably improved communicators.",,NBA 5680,,,,[nan],,,,,,
3766,NBA,5685,Courageous Communication,Angela Noble-Grange,10:05AM,11:20AM,"Nelson Mandela said courage is the triumphant over fear.  In Courageous communication students will triumph over fear of tough conversations at work and home. Courageous communication will help MBA students, as well as students in other graduate degree programs, to learn and practice effective  listening, especially to those with different points of view, in a way that builds trust and community at work. They will learn techniques and tools for confidently handling difficult and courageous conversations in the workplace and will be able to use these techniques and tools to stand up and stand out for themselves and others and contribute to a positive work environment.  ",,NBA 5685,,,,[nan],,,,,,
3767,NBA,5682,Interpersonal Communications,Barbara Mink,10:05AM,11:20AM,"Examines a range of interpersonal communication strategies and skills required of successful managers in the workplace. The course explores critical channels of communication different from formal management presentations and written business documents. Topics include self-evaluation, listening skills, intercultural considerations, contributing effectively to meetings, providing effective feedback, debate vs. dialogue, and persuasion in dyads and small groups. This class is highly interactive, and its success depends on pre-reading, class participation and open discussion.",,NBA 5682,,,,[nan],0.0,0.0,0.0,,,
3768,NBA,5690,Management Consulting Essentials,Randy Allen,08:40AM,09:55AM,"This course will help students learn about consulting and the skills and capabilities to be a successful consultant. The course will begin with a module on successful case interviews. The consulting process will be discussed and why it leads to successful solutions for complex business problems. With the consulting process understood the course will focus on developing a problem definition diagnostic framework, hypotheses, analytical approaches, data collection and conclusions. The course will also include concepts critical to consulting including interviewing to collect information, facilitating meetings, managing clients and their expectations, selling recommendations and developing impactful presentations. The course will use a combination of lectures, case work, individual and teamwork to learn the concepts.",,NBA 5690,,,,[nan],,,,2.5,4.0,3.0
3769,NBA,5780,Consulting Problem-Solving Process,Randy Allen,10:05AM,11:20AM,"Focuses on understanding and applying the problem-solving process used by consultants. The course is organized around a simulated project to help students understand the process and skills needed to be successful in a consulting internship or beginning a career in consulting. There are assigned readings on interviewing and the client consultant relationship. You will work through the simulated project in problem definition and project planning, interview planning, data collection, analysis, developing conclusions and recommendations and final presentations.   There are three pairs assignments and two team assignments, an interim presentation and a final presentation. The final team presentation will be live. We have a series of guest speakers for most of the classes focusing on key capabilities in the consultant problem solving process for success in your internship and career.  This course is designed for those interning in consulting or going into it full-time.",,NBA 5780,,,,[nan],,,,,,
3770,NBA,5770,Entrepreneurship in Creative Industries,Mukti Khaire,11:40AM,02:40PM,"This course is focused on strategies for creating and growing market-leading firms in various creative industries. We will analyze business cases of such market-leaders in a wide range of creative industries such as art, fashion, film, food, music, publishing, and theater to explore and understand the economic, organizational, and sociological underpinnings of entrepreneurship, markets, and culture. The course is targeted towards students who are interested in creative work and creative industries and are inspired to start, work or consult for, or invest in large and small creative, high-impact firms. The course may also interest students more broadly seeking to understand how firms offering radical innovations can create new markets by addressing the entire market ecosystem.",,NBA 5770,,,,[nan],,,,,,
3771,NBAY,5770,Entrepreneurship in Creative Industries,Mukti Khaire,04:20PM,05:35PM,"Firms in creative industries influence many physical and psychological aspects of our lives, from what we eat and wear to how we entertain ourselves, but markets for cultural goods are complex and difficult to navigate. Entrepreneurs must, therefore, understand the structure and functioning of the cultural market and ecosystem in order to sustainably capture economic value. Students will analyze business cases of firms in a wide range of creative industries such as art, fashion, music, publishing, and theater to explore and understand the strategic underpinnings of entrepreneurship and markets in an increasingly global and digital world. The course is appropriate for students wishing to pursue careers in incumbent and entrepreneurial firms in the art, fashion, media, publishing, film and music industries.",,NBAY 5770,,,,[nan],,,,,,
3772,NBAY,6600,Great Books V2.0: Lessons for Living and Leading in a Digital World,Mukti Khaire,06:00PM,08:15PM,"This is a course modeled on a ""core curriculum"" comprising foundational texts that provide a comprehensive and shared base of knowledge that enables students to critically examine the role of technology, and by extension, their own role as leaders in the current social, economic, and political context. Like any 'Great Books' course, this course aims to prepare informed and active leaders for the greater good in the digital era. The books we will read in this seminar-style, discussion-based course are both cheerleaders and challengers of technology and business and the classroom discussions of the merits and demerits of the arguments in these books will help students learn about both the impact of technology on business and in society as well as how to mitigate the negative and augment the positive consequences. It will also build students' abilities to analyze topics and construct and articulate arguments.",,NBAY 6600,,,,[nan],,,,,,
3773,NBA,5790,Applied Principles of Business Strategy,Hernan Saenz,08:00AM,12:30PM,"This course builds on the concepts covered in the core strategy course, NCC 5090. It is designed to further develop and refine skills for analyzing, formulating, and implementing business strategies – and is organized into four modules. Module 1 focuses on the entire ""ecosystem"" of strategy, including the strategy process, the key tools for strategic analysis, the key frameworks for strategy formulation, and the key levers for strategy implementation. Module 2 goes deep into ""competitive games"" and research findings on what constitutes a ""successful"" strategy. Module 3 focuses on strategy implementation, including decision-driven design models as the key linkage between strategy and organization, as well as repeatable models as the key engine to successful execution. In addition, a methodology for change management will be introduced, illustrated, and put into practice. Module 4 focuses on turbulence and the digital revolution, strategy under certainty, and full potential transformations. Each module covers multiple real-life case examples and will conclude with a case study for classroom discussion.",,NBA 5790,,,,[nan],,,,,,
3774,NBA,5885,Advanced Critical Thinking for Business Leaders,Risa Mish,11:40AM,02:40PM,"Building upon the foundational critical and strategic concepts introduced in NCC 5050 (Core Critical and Strategic Thinking), this course will: (a) deepen your understanding of frameworks that aid in strategic analysis of organizational problems; (b) explore additional concepts and skills that promote critically thoughtful analysis of complex dilemmas (e.g., framework for analyzing strategy/context fit, stakeholder analysis, change management, risk rating and monitoring); and (c) give you opportunities to practice persuasively communicating to key decision-makers your proposed solution to the complex organizational problems you have thoughtfully analyzed.",,NBA 5885,,,,[nan],,,,,,
3775,NBA,5940,"Mergers and Acquisitions - Accounting, Modeling and Evaluations of Deals",Radha Radhakrishna,09:00AM,12:00PM,"This course provides an overview of how to do the accounting and reporting for M&amp;A deals.  In addition, students are taught how to model, evaluate and perform critical analysis of M&amp;A deals.",,NBA 5940,,,,[nan],,,,,,
3776,NBA,6030,Strategies for Sustainability,Glen Dowell,10:05AM,11:20AM,"Corporations are under increasing pressure from shareholders, employees, communities, and activists to account for the environmental and social effects that their activities create. Increasingly, firms are taking strategic approach to addressing these issues, developing programs that fit their capabilities, resources, and cultures.  Through a combination of cases, readings, lectures, and videos, class sessions will ensure students develop an understanding of sustainability in the context of business as well as strategic business decision-making in the context of sustainability.  NBA 6030 is open to all graduate students.",,NBA 6030,,,,[nan],,,,,,
3777,NBA,6035,Advanced Topics in Sustainable Global Enterprise,Glen Dowell,10:05AM,11:20AM,"Building on concepts established in NBA 6030, students will develop deeper understanding of how firms have implemented sustainability initiatives related to product improvement, innovation, and restructuring to define the role the private sector can play to address social and environmental issues in a competitive marketplace.  Students will follow a company of their choosing and analyze its sustainability initiatives, developing a strategic plan for the company's future sustainability efforts.",Prerequisite: NBA 6030.,NBA 6035,,,,['NBA 6030'],,,,,,
3778,NBA,6060,Evaluating Capital Investment Projects,Arkadev Chatterjea,08:40AM,09:55AM,"This course focuses on the financial-economic analysis of corporate investment (i.e., capital budgeting) decisions. One of the most important decisions a firm makes is how to best allocate its capital resources.  This course will help students understand the tools and frameworks needed to analyze and communicate the value impact of proposed capital expenditures and strategic decisions.  This course is especially useful to anyone preparing for a career role with input to business investment decisions, including marketing, operational, and corporate financial managers. Both conceptual understanding and practical implementations through case studies will be emphasized.",,NBA 6060,,,,[nan],,,,,,
3779,NBA,6560,Valuation Principles,Arkadev Chatterjea,08:40AM,09:55AM,"This course provides fundamental concepts and tools to value firms and assets using an economic framework. It begins with an overview of three approaches to valuation: 1) discounted cash flow (DCF); 2) valuation by multiples using comparable firms; and 3) real-options. We will first discuss how valuation by multiples and the DCF approach are one and the same. Then, we will discuss these two approaches in detail. We will also discuss issues concerning the cost of capital, and the real-options approach to value assets. Both conceptual understanding and practical implementations through case studies will be emphasized.",,NBA 6560,,,,[nan],,,,,,
3780,NBA,6070,Designing Data Products,Lutz Finger,10:00AM,01:30PM,"This course will help students to gain the necessary skills of building a data product and using AI (artificial intelligence). Many industries today are faced with high data volumes and there is an understanding that ""data is the new gold"". Business or customer value is not created by data; but rather, it is created by the application of data, ML (machine learning) and deep learning AI. This course trains students to link the possibilities of data and AI to business needs. This course will be held over seven class sessions of double-period length. These classes will be a combination of lectures, discussions, interviews, hands on training with data and AI and peer reviews. At the end of this course students will build their own AI driven product. ",,NBA 6070,,,,[nan],,,,,,
3781,NBA,6130,Women and Leadership,Elizabeth McClean,11:40AM,02:40PM,"What are the facts about the current state of women as leaders? What special challenges face women as they transition from students to managers to leaders? What do the latest research findings offer to  organizations that want to benefit from more women leaders? In this course, we will take a multi-pronged approach to learning about women and leadership to better prepare students of both genders to lead in organizations. To do this, we will analyze case studies of women leaders pulled from a range of industries. We will review the current state of empirical evidence about the status of women as leaders, investigate the barriers that have made it more difficult for women to reach the top of the business world, and consider ways in which individuals and organizations can overcome them. Finally, there will be time to engage in deep reflection about what students expect from their careers, as well as a chance to consider the pathways they must take to become effective and inclusive leaders in increasingly diverse organizations.",,NBA 6130,,,,[nan],,,,,,
3782,NBA,6145,AI Strategy and Applications,Soumitra Dutta,09:00AM,12:00PM,"Artificial Intelligence (AI) is a science and set of computational techniques that are inspired by the way that humans use their nervous systems and bodies to sense, learn, reason and take action. In recent years, AI has emerged as one of the most important disruptions facing business and society over the next several decades. While AI is not new and has been around for more than 60 years, the confluence of certain trends over the last decades and accelerating technological change has introduced a new urgency into the study of the impact of AI on business, government and society.",,NBA 6145,,,,[nan],,,,,,
3783,NBAY,6750,Leading Digital Transformation and Innovation,Soumitra Dutta,09:40AM,10:55AM,"We are in the midst of a digital tsunami. Digital technologies have progressed exponentially over the last decades and a tipping point has been reached. Further the pace of progress in digital technologies shows no signs of slowing down. All industries are susceptible to the forces of digital transformation and most executives are or will soon be confronted by the dynamics of digital disruption. There will be significant new opportunities as the underlying forces of digital disruption and value creation are understood and leveraged. Succeeding in this rapidly changing world will require both a solid understanding of digital products, services and business models and an inspirational leadership style to be bold, take risks and lead complex change.",,NBAY 6750,,,,[nan],,,,,,
3784,NBA,6240,Strategic Product and Marketing Immersion,Doris Huang,02:55PM,05:40PM,"This is the lead course in the Strategic Product and Marketing Immersion. This course is essential for students going into product and brand management careers. Many of our students are successfully placed in product/brand jobs in companies such as Amazon, Apple, American Express, Bayer, Colgate, Citibank, General Mills, Google, Microsoft, S C Johnson, Unilever and Verizon or early stage startups. Students interested in general management and those who plan to start their own businesses might also find this course useful. This course introduces students to the frameworks that address how to launch new products, run A/B tests to prove out growth strategies, write positioning statements, build brands, managing portfolios of products, and optimize offline and digital marketing activities. The course entails (i) lectures, (ii) intensive case presentations, (iii) a trek to companies, and (vi) a real-world consulting project. In the real-world consulting project, students have to work in teams to solve a product and/or marketing problem for an actual company.  ","Prerequisite: NCC 5000, NCC 5010, NCC 5020, NCC 5030, and NCC 5060, or permission of instructor.",NBA 6240,,,,['NCC 5010'],,,,,,
3785,NBA,6320,Core Leadership Skills for a VUCA World,George Casey,10:00AM,01:00PM,"Core Leadership Skills for a VUCA World is designed to provide students with an opportunity to expand their knowledge and understanding of the key leadership skills required for success in today's volatile, uncertain, complex, and ambiguous business world through discussion and interaction with an experienced practitioner and former leader of the United States Army. The course will be comprised of four modules: 1) Leadership Principles for a Volatile, Uncertain, Complex and Ambiguous World; 2) Developing and Communicating Vision and Strategy; 3) Setting Conditions for Success; and, 4) Character and Leadership. Coursework to include readings, discussion, and a final paper.",,NBA 6320,,,,[nan],,,,,,
3786,NBAY,6320,Core Leadership Skills for a VUCA World,George Casey,09:40AM,10:55AM,"Core Leadership Skills for a VUCA World is designed to provide students with an opportunity to expand their knowledge and understanding of the key leadership skills required for success in today's volatile, uncertain, complex, and ambiguous business world through discussion and interaction with an experienced practitioner and former leader of the United States Army. The course will be comprised of four modules: 1) Leadership Principles for a Volatile, Uncertain, Complex and Ambiguous World; 2) Developing and Communicating Vision and Strategy; 3) Setting Conditions for Success; and, 4) Character and Leadership. Coursework to include readings, discussion, and a final paper.",,NBAY 6320,,,,[nan],,,,,,
3787,NBA,6370,"Current Global Issues for Business: China, India, Latin America, Europe and beyond",Lourdes Casanova,11:40AM,02:40PM,"The objective of the course is to deepen students' understanding of current issues of business-government relations. In particular, the course will help students contextualize political, economic or business events and their consequences for conducting business in different parts of the world. The course is organized around the analysis of a series of current events that illustrate specific challenges and opportunities. Some of the main topics include world trade in the current context, nationalism and business in Europe, doing business under single-party rule in China, populism's risks and opportunities for business environments. Students will analyze current news in both developed (Europe) and emerging markets (China, India, Brazil, Mexico). The course will strive to expose students to different points of view on these issues and their implications.  This course will give students the tools to navigate the volatility, uncertainty, complexity, and ambiguity of the current international environment. It will provide a VUCA and scenario planning frameworks to help students understand 1) The rapid pace of political, economic and business changes in both developed and emerging markets and the connections between both 2) Paradigm changes 3) Risk scenario management 4) Business strategies for different types of markets and 5) Different sources of news/data from emerging markets.",,NBA 6370,,,,[nan],,,,,,
3788,NBAY,5260,"Leaders in Emerging Markets, In Search of Global Opportunities",Lourdes Casanova,09:40AM,10:55AM,"Emerging markets represent now almost 40% of the world economy and eight out of the 20 biggest economies are from emerging markets with China as the second biggest economy in the world. As emerging countries are becoming more prominent in the world, MBA students need to have the knowledge and the tools to navigate its economic and business challenges. The course will also be looking at business strategies for emerging markets. Students will learn from lectures from the faculty and a number of executives from companies working in and from emerging markets. The Goals of this course are 1) To provide the opportunity to learn about Emerging Markets and leveraging the faculty lectures and the excellent speakers EMI brings 2) To increase connections between speakers and their organizations with EMI fellows and MBA students 3) To highlight the challenges and opportunities of doing business in emerging markets and 4) To engage students in active discussions about issues around emerging markets.",,NBAY 5260,,,,[nan],,,,,,
3789,NBAY,5550,Entrepreneurship and Alternative Finance in Emerging Economies,Lourdes Casanova,04:20PM,05:35PM,"Economic and financial development are inextricably intertwined. Unless companies have sufficient access to financial resources, they are unable to grow, become more productive and create new jobs. Entrepreneurial startups face particularly important challenges. In the early phases of their life cycle, few, if any, young firms have enough tangible assets that they can pledge as collateral. As a result, these companies usually find it difficult to borrow from banks. While this is true in advanced economies, this challenge is often unsurmountable in emerging economies. At the same time, however, startups tend to be particularly innovative. Without transformational entrepreneurs who have access to sufficient funding, it is difficult for emerging economies to foster technological change and productivity growth through a process of creative destruction. As a result, underdeveloped financial systems are generally seen as a major impediment to economic growth.",,NBAY 5550,,,,[nan],,,,,,
3790,NBA,6380,Finance and Sustainable Global Enterprise Colloquium,Mark Milstein,06:00PM,07:15PM,"Finance + Sustainable Global Enterprise Colloquium is meant to provide students the opportunity to hear in-depth presentations in interactive sessions with leaders from the private, public, or non-profit sectors who are on the cutting edge of the finance-sustainability domain. The class will leverage connections from the Center for Sustainable Global Enterprise and faculty active in the finance industry. Session structures will vary in format and are likely to include lectures, living case studies, panel discussions, and moderated Q&amp;A. The instructor will strive for representation of a variety of areas, including public and private equity, investment banking, and managerial finance. Content will span environmental finance, impact investing, socially responsible investing, capital budgeting, project financing, and other areas relevant to the sustainable global enterprise space. The course will be open to any interested student, but students selected for the Center's Environmental Finance &amp; Impact Investing (EFII) Fellows Program will be required to enroll in the course. In addition to speaker sessions, there will be 1-3 additional sessions focused on synthesizing.",,NBA 6380,,,,[nan],,,,,,
3791,NBA,6580,Sustainable Global Enterprise Practicum Project,Mark Milstein,02:55PM,04:10PM,NBA 6580 provides first year MBA students and non-Johnson graduate students the opportunity to collaborate in multi-disciplinary teams on a semester-long practicum project consisting of a strategic sustainability-related issue facing a real organization. Note that NBA 6581 is part of the SGE Intensive program and requires simultaneous enrollment in NBA 6030 and NBA 6585.,,NBA 6580,,,,[nan],,,,,,
3792,NBA,6581,Sustainable Global Enterprise Practicum Project,Mark Milstein,02:55PM,04:10PM,NBA 6581 provides second year MBA students and one-year MBA students the opportunity to work on a half-term practicum project consisting of a sustainability-related issue facing a real organization.,,NBA 6581,,,,[nan],,,,,,
3793,NBA,6585,Sustainable Global Enterprise in Practice,Mark Milstein,10:05AM,12:55PM,"NBA 6585 will include a combination of readings, activities, simulations, and other interactive mechanisms that help students gain insight into how to identify and define complex business issues, rigorously collect and analyze data related to sustainability and business, and develop and recommend strategies and solutions for companies to address sustainability challenges in ways that align with the competitive demands of the market. NBA 6585 is part of the SGE Intensive program.",,NBA 6585,,,,[nan],,,,,,
3794,PADM,5979,Environmental Finance and Impact Investing Practicum,Mark Milstein,05:00PM,06:30PM,"This experiential learning course will provide the opportunity for students to work as a team on some of the leading questions in the area of sustainable finance and impact investing today, while developing skills in client relationship management and project execution. Students will work with experts at South Pole, a leading sustainable finance firm based in Zurich, Switzerland, to develop and propose a financial product intended to deliver both economic as well as environmental and social returns. Specifically, the student team will be charged with conceptualizing and proposing a fund focused on investments in companies and projects in the area of sustainable tourism. Note that this is a multi-semester course open to students enrolled in CIPA's Environmental Finance and Impact Investing (EFII) Fellows Program. Students must take PADM 5978 (EFII Pre-Sessional) before enrolling in PADM 5979.",Prerequisite: PADM 5978.,PADM 5979,,,,[],,,,,,
3795,NBA,6480,Digital Technology Practicum,Vidur Luthra,02:55PM,05:40PM,"This course immerses students in the theory and corporate practices relevant to a career in technology and information science. It is designed for students seeking to start their careers in technology, analytics, product management, or consultancy. The instruction is not industry-specific: the lessons from this course will be applicable to a wide range of industries, including high-tech, accounting, marketing, among others, and also to organizations from small startups, through nonprofits, to established industry giants.",,NBA 6480,,,,[nan],,,,,,
3796,NBA,6550,Business Data Analysis with SQL,Shawn Mankad,11:40AM,12:55PM,"We live in an age of data abundance. Vast amounts of data are being collected and analyzed to inform decision-making. Introductory knowledge of SQL database systems is a requirement for most business management roles. The objectives of this course are firstly, to build from scratch your ability to write SQL code in order to retrieve, clean, and organize datasets stored in databases, and secondly, to expose you to different kinds of business datasets and potential uses. In other words, this is a unique SQL course targeted at business students. Students with a good programming background should not take this course.",,NBA 6550,,,,[nan],,,,,,
3797,NBA,6920,Machine Learning Applications in Business,Shawn Mankad,11:40AM,12:55PM,"Learn the diverse data mining techniques used in business applications to recognize patterns and make intelligent use of large amount of data. This includes logistic regression, classification trees, clustering and more.   Get a sense of the range of applications of data mining techniques in business, healthcare, and elsewhere, gain hands-on experience through realistic samples and a project using real data.",,NBA 6920,,,,[nan],,,,,,
3798,NBA,6575,Topics in ESG Investing,Antonio DeSpirito,11:40AM,02:40PM,"Individual and Institutional investors are increasingly aligning their investment portfolios to account for Environmental, Social and Governance (ESG) objectives.   ESG investing, however, is still in its infancy.  Academic thought, regulations and investor behavior are rapidly evolving.  This makes ESG investing an extremely interesting and dynamic area of study. By the end of this class, a student should be able to articulately incorporate ESG considerations into their overall investment recommendations and decisions.  This course should be beneficial to any student planning a career in equity investing, either as a direct investor, asset allocator or advisor.  Students planning on being corporate managers would also benefit from this class as ESG considerations are increasingly impacting the way corporations are managed.  This course is also suitable for anyone interested in sustainability issues broadly, but a basic knowledge of equity investing is required.",,NBA 6575,,,,[nan],,,,,,
3799,NBA,6682,Crisis Communications for Business Leaders,Theomary Karamanis,01:25PM,04:10PM,"Business leaders today constantly face crises that threaten their company's reputation. Such defining moments require effective crisis communication to mitigate negative effects, build trust with the organization's internal and external audiences and navigate through the crisis gracefully and effectively towards resolution. In this course you will learn to anticipate and appreciate the complexities and challenges of brand reputation management during a crisis and develop strategies and techniques to communicate with various constituencies, especially the media/public, employees and major stakeholders. You will apply principles of effective crisis communication management through a simulation, and will develop message maps for emergency and other crisis scenarios. Course work includes readings, case analyses, and simulations.",,NBA 6682,,,,[nan],,,,,,
3800,NBA,6690,Building a Consumer Internet Business,Prashant Fuloria,09:00AM,12:00PM,"Building almost any consumer-facing business at scale requires using the internet for core operations around attracting and engaging users, and generating revenue. Even traditionally ""offline"" industries, such as transportation and education, have been deeply disrupted by the deployment of consumer-facing internet services, by both new entrants and incumbents. This trend has been accelerated by the Covid-19 pandemic and the social distancing steps taken to contain it. In this course, we study key themes relevant to building a successful consumer-facing internet business - (1) user growth and engagement, (2) monetization, and (3) leveraging platforms.",,NBA 6690,,,,[nan],,,,,,
3801,NBA,6870,"Leading Across Differences: Understanding Identity, Dialogue, and Influence",Rachel Sumner,02:55PM,05:40PM,"As a leader in any organizational context, your ability to collaborate with a diverse range of colleagues is a key driver of individual influence and collective success. Through a highly interactive and engaging process known as intergroup dialogue, this course will provide students with an opportunity to: explore how their own social identities shape their professional choices and leadership style, build capability to have meaningful dialogue and effective collaboration across social, cultural and power differences, and explore the power of alliances and allies when seeking to create an inclusive team/organizational environment. The primary assignments for this course are readings and written reflections with class participation being a significant portion of the grade.",,NBA 6870,,,,[nan],,,,,,
3802,NBA,6930,Strategy and Tactics of Pricing,Marco Bertini,09:00AM,12:15PM,"Pricing is one of the most powerful levers that a firm can use to maximize profits. However, this opportunity to impact profits often remains untapped as many managers do not know how to improve upon historical pricing practices within their companies and industries. ",,NBA 6930,,,,[nan],,,,,,
3803,NBAY,5295,Future of Work,Chloe Domergue,09:40AM,10:55AM,"This integrative course is designed for advanced MBA students to develop an understanding of the drivers changing the nature of work, jobs, management, and leadership, explore the primary dimensions reshaping work and careers, and to prepare students to lead large organizations and startups with an understanding of these new dynamics.",,NBAY 5295,,,,[nan],,,,,,
3804,NBAY,5640,Sales and Business Development,Amy Cheney,02:45PM,04:00PM,"Sales and Business Development provides an overview of the principles and practices of direct sales and business development leveraging research, practical and experiential resources.  Classes include instructor-driven content, expert practitioner guests, and experiential exercises.  Participants will develop a go-to-market sales strategy for their startup projects as a final deliverable for the class.",,NBAY 5640,,,,[nan],,,,,,
3805,NBAY,5710,Cryptocurrencies and Blockchains,Rafael Pass,01:00PM,02:15PM,,,NBAY 5710,,,,[nan],5.0,4.8,1.8,,,
3806,NBAY,5800,Digital Marketing Intensive Practicum,Jeremy Kagan,09:40AM,10:55AM,"The objective of this course is to provide a framework for understanding digital marketing planning within the context of a total integrated marketing plan, with an opportunity to apply the learning in both this course's individual assignment and the team project course. The goal is to help students better understand the capabilities of the different digital marketing platforms to move the target along the customer journey and achieve the key business objectives brands measure: awareness, trial, repeat purchase (frequency &amp; amount per occasion), advocacy, net promoter score, ROI or ROAS, conversions, sales, profits and market share. The course incorporates the latest thinking and practices in digital marketing plan development, taking big data into account.",,NBAY 5800,,,,[nan],,,,,,
3807,NBAY,6030,Big Data in Marketing,John Deighton,02:45PM,04:00PM,"The skills needed to thrive in marketing careers, and the skills needed to practice marketing in startups, are evolving very fast, from discrete campaigns, executed by creative people, to continuous processes, certainly designed by creative people but now executed by smart machines. Marketing is changing because we have much more data, new ways to store and deploy the data, new machine learning capabilities, more social forms of media, shifts in how retailing is done, new platform business models, and, resisting these trends, a growing consumer concern for privacy. This course examines five slices of data-intensive marketing. They are advertising, customer relationship management, identity and privacy, platforms, and the integration of human judgment with machine learning. We study the new institutions that support marketing, and that is important for several reasons. First, marketing managers need to decide who to partner with. They have to assemble what the industry calls a ""stack"" of marketing technology partners and suppliers. Second, the entrepreneurs who build these institutions need to know how they fit together into an ecosystem, how they collaborate and how they compete. Third there is a tension between the tech giants, Google, Amazon, and Facebook, that offer themselves as fully integrated systems for the practice of data-driven marketing, and the rest of the institutional space, which contains large specialized firms such as Salesforce.com and Adobe, and smaller niche specialists. Marketers and investors should have a point of view on whether, or to what extent, the future lies with the giants, or the more open system of data flows among the niches.  In sum, the goal of the course is to introduce the marketing ecosystem within which students of today, both data scientists and managers, will make their careers. The course uses case studies and guests.",,NBAY 6030,,,,[nan],,,,,,
3808,NBAY,6570,Business Models,Krishnamurty Kambhampati,01:00PM,02:15PM,"What does it take to make an idea or concept into a successful commercial undertaking? Well, a whole lot - a great product in a compelling market, a strong team with determination, and most certainly a sound business model. A business model defines how a company creates value with key resources and processes, how that value is delivered to customers, and ultimately how the company makes profits for shareholders. This course will cover different business model types as they evolve through a company's growth as well as the implications communicated via its financial models.",,NBAY 6570,,,,[nan],,,,,,
3809,NCC,4530,Marketing Management,Ronghan Wang,02:55PM,04:10PM,"This course introduces students to the basic principles of marketing management. The course will familiarize students with all the key concepts in the field, including marketing strategy, marketing analysis (i.e., customer analysis, competitor analysis, and company analysis), and marketing mix (product/ pricing/ advertising and promotion, and distribution). The course will employ a mix of lectures and field-based reading materials to introduce these principles.  A major component of the course will focus on case discussions that will provide students an opportunity to apply the marketing principles by critically analyzing real-world marketing scenarios.",,NCC 4530,,,,[nan],,,,,,
3810,NCC,5530,Marketing Management,Ronghan Wang,02:55PM,04:10PM,"This course introduces students to the basic principles of marketing management. The course will familiarize students with all the key concepts in the field, including marketing strategy, marketing analysis (i.e., customer analysis, competitor analysis, and company analysis), and marketing mix (product/ pricing/ advertising and promotion, and distribution). The course will employ a mix of lectures and field-based reading materials to introduce these principles.  A major component of the course will focus on case discussions that will provide students an opportunity to apply the marketing principles by critically analyzing real-world marketing scenarios.",,NCC 5530,,,,[nan],,,,,,
3811,NCC,5010,Data Analytics and Modeling,William Schmidt,10:05AM,11:20AM,"This course will expose you to data analysis and modeling techniques for understanding business situations and improving business decisions under uncertainty. Specific topics are structured data, unstructured data, probability, sampling, confidence intervals, hypothesis testing, regression, simulation, data visualization, decision analysis, and practical applications.",,NCC 5010,,,,[nan],,,,,,
3812,NCC,5080,Managing Operations,Andrew Davis,10:05AM,11:20AM,"Focuses on managing processes: actions that convert inputs into outputs. Almost any business function can be modeled as a network of processes. The first part of the course examines processes, both individually and as part of a larger system. It also covers queuing theory and Monte Carlo simulation, both of which are particularly helpful for analyzing process capabilities. The second part of the course analyzes how goods and services are produced. In particular, it examines quality and lean operations, inventory and forecasting, and supply chain management. The second part also covers constrained optimization models, which provides information about handling finite resources. An overall common course theme is the deleterious effect of variability (in demand, supply, quality, or capacity) in complex systems.",Prerequisite: NCC 5010 or permission of instructor.,NCC 5080,,,,['NCC 5010'],,,,,,
3813,NCC,5500,Financial Accounting,Jun Oh,10:05AM,11:20AM,"Introductory accounting course that examines the subject from the viewpoint of users external to the organization. Topics include transaction analysis; the accounting cycle; financial-statement preparation, use, and analysis; revenue recognition and cost measurement; present value; and problems in financial-accounting disclosure.",,NCC 5500,,,,[nan],,,,,,
3814,NCC,5560,Managerial Finance,Yifei Mao,08:05AM,09:20AM,"This course provides an introduction to business finance through lectures and assignments. The content of the course varies with the section and instructor. Topics may include basic financial accounting, time value of money, stock and bond valuation, capital budgeting, portfolio theory, asset-pricing models, cost of capital, dealing with risk, capital structure, acquisitions, and options. Application of theory to practical applications will be stressed in the lectures.",Prerequisite: instructors of some sections may require a previous course in financial accounting. ,NCC 5560,,,,[],1.0,2.0,3.0,2.0,5.0,2.0
3815,NEPAL,1100,Elements of Nepali Language and Culture,Hom Acharya,11:20AM,12:10PM,"The course will introduce basic Nepali language and elements of Nepalese culture to anyone who is interested in the subject matter, e.g. those planning to travel to Nepal, those having a desire to know about Nepalese culture, or those having the goal to excel in Nepalese language skills in the future.",,NEPAL 1100,,,,[nan],0.0,0.0,0.0,,,
